Time,Setpoint,Position,Error,Command
0.00,50.0,5.0,45.0,100.0
0.01,50.0,9.7,40.2,100.0
0.02,50.0,14.3,35.7,100.0
0.03,50.0,18.5,31.5,100.0
0.04,50.0,22.6,27.4,100.0
0.05,50.0,26.5,23.5,100.0
0.06,50.0,30.2,19.8,100.0
0.07,50.0,33.7,16.3,100.0
0.08,50.0,35.9,14.1,78.3
0.09,50.0,38.4,11.6,86.5
0.10,50.0,39.5,10.5,61.0
0.11,50.0,41.6,8.4,80.6
0.12,50.0,41.8,8.2,46.2
0.13,50.0,43.8,6.2,81.4
0.14,50.0,43.2,6.8,30.9
0.15,50.0,45.4,4.6,88.9
0.16,50.0,43.8,6.2,12.3
0.17,50.0,46.6,3.4,100.0
0.18,50.0,44.3,5.7,0.0
0.19,50.0,47.1,2.9,100.0
0.20,50.0,44.7,5.3,0.0
0.21,50.0,47.5,2.5,100.0
0.22,50.0,45.1,4.9,0.0
0.23,50.0,47.8,2.2,100.0
0.24,50.0,45.4,4.6,0.0
0.25,50.0,48.2,1.8,100.0
0.26,50.0,45.8,4.2,0.0
0.27,50.0,48.5,1.5,100.0
0.28,50.0,46.1,3.9,0.0
0.29,50.0,48.8,1.2,100.0
0.30,50.0,46.3,3.7,0.0
0.31,50.0,49.0,1.0,100.0
0.32,50.0,46.5,3.5,0.0
0.33,50.0,49.2,0.8,100.0
0.34,50.0,46.8,3.2,0.0
0.35,50.0,49.4,0.6,100.0
0.36,50.0,47.0,3.0,0.0
0.37,50.0,49.6,0.4,99.4
0.38,50.0,47.1,2.9,0.0
0.39,50.0,49.7,0.3,98.6
0.40,50.0,47.2,2.8,0.0
0.41,50.0,49.7,0.3,98.1
0.42,50.0,47.2,2.8,0.0
0.43,50.0,49.8,0.2,97.9
0.44,50.0,47.3,2.7,0.0
0.45,50.0,49.8,0.2,97.8
0.46,50.0,47.3,2.7,0.0
0.47,50.0,49.8,0.2,97.7
0.48,50.0,47.4,2.6,0.0
0.49,50.0,49.9,0.1,97.7
0.50,50.0,47.4,2.6,0.0
0.51,50.0,49.9,0.1,97.7
0.52,50.0,47.4,2.6,0.0
0.53,50.0,49.9,0.1,97.7
0.54,50.0,47.4,2.6,0.0
0.55,50.0,49.9,0.1,97.7
0.56,50.0,47.4,2.6,0.0
0.57,50.0,50.0,0.0,97.8
0.58,50.0,47.5,2.5,0.0
0.59,50.0,50.0,0.0,97.8
0.60,50.0,47.5,2.5,0.0
0.61,50.0,50.0,0.0,97.8
0.62,50.0,47.5,2.5,0.0
0.63,50.0,50.0,-0.0,97.8
0.64,50.0,47.5,2.5,0.0
0.65,50.0,50.0,-0.0,97.9
0.66,50.0,47.5,2.5,0.0
0.67,50.0,50.0,-0.0,97.9
0.68,50.0,47.5,2.5,0.0
0.69,50.0,50.1,-0.1,97.9
0.70,50.0,47.6,2.4,0.0
0.71,50.0,50.1,-0.1,98.0
0.72,50.0,47.6,2.4,0.0
0.73,50.0,50.1,-0.1,98.0
0.74,50.0,47.6,2.4,0.0
0.75,50.0,50.1,-0.1,98.0
0.76,50.0,47.6,2.4,0.0
0.77,50.0,50.1,-0.1,98.0
0.78,50.0,47.6,2.4,0.0
0.79,50.0,50.1,-0.1,98.1
0.80,50.0,47.6,2.4,0.0
0.81,50.0,50.2,-0.2,98.1
0.82,50.0,47.6,2.4,0.0
0.83,50.0,50.2,-0.2,98.1
0.84,50.0,47.7,2.3,0.0
0.85,50.0,50.2,-0.2,98.1
0.86,50.0,47.7,2.3,0.0
0.87,50.0,50.2,-0.2,98.2
0.88,50.0,47.7,2.3,0.0
0.89,50.0,50.2,-0.2,98.2
0.90,50.0,47.7,2.3,0.0
0.91,50.0,50.2,-0.2,98.2
0.92,50.0,47.7,2.3,0.0
0.93,50.0,50.2,-0.2,98.2
0.94,50.0,47.7,2.3,0.0
0.95,50.0,50.3,-0.3,98.3
0.96,50.0,47.7,2.3,0.0
0.97,50.0,50.3,-0.3,98.3
0.98,50.0,47.8,2.2,0.0
0.99,50.0,50.3,-0.3,98.3
1.00,50.0,47.8,2.2,0.0
1.01,50.0,50.3,-0.3,98.3
1.02,50.0,47.8,2.2,0.0
1.03,50.0,50.3,-0.3,98.4
1.04,50.0,47.8,2.2,0.0
1.05,50.0,50.3,-0.3,98.4
1.06,50.0,47.8,2.2,0.0
1.07,50.0,50.3,-0.3,98.4
1.08,50.0,47.8,2.2,0.0
1.09,50.0,50.4,-0.4,98.4
1.10,50.0,47.8,2.2,0.0
1.11,50.0,50.4,-0.4,98.5
1.12,50.0,47.9,2.1,0.0
1.13,50.0,50.4,-0.4,98.5
1.14,50.0,47.9,2.1,0.0
1.15,50.0,50.4,-0.4,98.5
1.16,50.0,47.9,2.1,0.0
1.17,50.0,50.4,-0.4,98.5
1.18,50.0,47.9,2.1,0.0
1.19,50.0,50.4,-0.4,98.5
1.20,50.0,47.9,2.1,0.0
1.21,50.0,50.4,-0.4,98.6
1.22,50.0,47.9,2.1,0.0
1.23,50.0,50.4,-0.4,98.6
1.24,50.0,47.9,2.1,0.0
1.25,50.0,50.5,-0.5,98.6
1.26,50.0,47.9,2.1,0.0
1.27,50.0,50.5,-0.5,98.6
1.28,50.0,47.9,2.1,0.0
1.29,50.0,50.5,-0.5,98.6
1.30,50.0,48.0,2.0,0.0
1.31,50.0,50.5,-0.5,98.7
1.32,50.0,48.0,2.0,0.0
1.33,50.0,50.5,-0.5,98.7
1.34,50.0,48.0,2.0,0.0
1.35,50.0,50.5,-0.5,98.7
1.36,50.0,48.0,2.0,0.0
1.37,50.0,50.5,-0.5,98.7
1.38,50.0,48.0,2.0,0.0
1.39,50.0,50.5,-0.5,98.7
1.40,50.0,48.0,2.0,0.0
1.41,50.0,50.5,-0.5,98.7
1.42,50.0,48.0,2.0,0.0
1.43,50.0,50.6,-0.6,98.8
1.44,50.0,48.0,2.0,0.0
1.45,50.0,50.6,-0.6,98.8
1.46,50.0,48.0,2.0,0.0
1.47,50.0,50.6,-0.6,98.8
1.48,50.0,48.0,2.0,0.0
1.49,50.0,50.6,-0.6,98.8
1.50,50.0,48.1,1.9,0.0
1.51,50.0,50.6,-0.6,98.8
1.52,50.0,48.1,1.9,0.0
1.53,50.0,50.6,-0.6,98.9
1.54,50.0,48.1,1.9,0.0
1.55,50.0,50.6,-0.6,98.9
1.56,50.0,48.1,1.9,0.0
1.57,50.0,50.6,-0.6,98.9
1.58,50.0,48.1,1.9,0.0
1.59,50.0,50.6,-0.6,98.9
1.60,50.0,48.1,1.9,0.0
1.61,50.0,50.6,-0.6,98.9
1.62,50.0,48.1,1.9,0.0
1.63,50.0,50.6,-0.6,98.9
1.64,50.0,48.1,1.9,0.0
1.65,50.0,50.7,-0.7,98.9
1.66,50.0,48.1,1.9,0.0
1.67,50.0,50.7,-0.7,99.0
1.68,50.0,48.1,1.9,0.0
1.69,50.0,50.7,-0.7,99.0
1.70,50.0,48.1,1.9,0.0
1.71,50.0,50.7,-0.7,99.0
1.72,50.0,48.2,1.8,0.0
1.73,50.0,50.7,-0.7,99.0
1.74,50.0,48.2,1.8,0.0
1.75,50.0,50.7,-0.7,99.0
1.76,50.0,48.2,1.8,0.0
1.77,50.0,50.7,-0.7,99.0
1.78,50.0,48.2,1.8,0.0
1.79,50.0,50.7,-0.7,99.0
1.80,50.0,48.2,1.8,0.0
1.81,50.0,50.7,-0.7,99.1
1.82,50.0,48.2,1.8,0.0
1.83,50.0,50.7,-0.7,99.1
1.84,50.0,48.2,1.8,0.0
1.85,50.0,50.7,-0.7,99.1
1.86,50.0,48.2,1.8,0.0
1.87,50.0,50.7,-0.7,99.1
1.88,50.0,48.2,1.8,0.0
1.89,50.0,50.8,-0.8,99.1
1.90,50.0,48.2,1.8,0.0
1.91,50.0,50.8,-0.8,99.1
1.92,50.0,48.2,1.8,0.0
1.93,50.0,50.8,-0.8,99.1
1.94,50.0,48.2,1.8,0.0
1.95,50.0,50.8,-0.8,99.1
1.96,50.0,48.2,1.8,0.0
1.97,50.0,50.8,-0.8,99.2
1.98,50.0,48.2,1.8,0.0
1.99,50.0,50.8,-0.8,99.2
2.00,50.0,48.3,1.7,0.0
2.01,50.0,50.8,-0.8,99.2
2.02,50.0,48.3,1.7,0.0
2.03,50.0,50.8,-0.8,99.2
2.04,50.0,48.3,1.7,0.0
2.05,50.0,50.8,-0.8,99.2
2.06,50.0,48.3,1.7,0.0
2.07,50.0,50.8,-0.8,99.2
2.08,50.0,48.3,1.7,0.0
2.09,50.0,50.8,-0.8,99.2
2.10,50.0,48.3,1.7,0.0
2.11,50.0,50.8,-0.8,99.2
2.12,50.0,48.3,1.7,0.0
2.13,50.0,50.8,-0.8,99.2
2.14,50.0,48.3,1.7,0.0
2.15,50.0,50.8,-0.8,99.3
2.16,50.0,48.3,1.7,0.0
2.17,50.0,50.8,-0.8,99.3
2.18,50.0,48.3,1.7,0.0
2.19,50.0,50.9,-0.9,99.3
2.20,50.0,48.3,1.7,0.0
2.21,50.0,50.9,-0.9,99.3
2.22,50.0,48.3,1.7,0.0
2.23,50.0,50.9,-0.9,99.3
2.24,50.0,48.3,1.7,0.0
2.25,50.0,50.9,-0.9,99.3
2.26,50.0,48.3,1.7,0.0
2.27,50.0,50.9,-0.9,99.3
2.28,50.0,48.3,1.7,0.0
2.29,50.0,50.9,-0.9,99.3
2.30,50.0,48.3,1.7,0.0
2.31,50.0,50.9,-0.9,99.3
2.32,50.0,48.3,1.7,0.0
2.33,50.0,50.9,-0.9,99.3
2.34,50.0,48.4,1.6,0.0
2.35,50.0,50.9,-0.9,99.4
2.36,50.0,48.4,1.6,0.0
